%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1562019561570391494,15079,1562019561549999952,gpsRover,2,3,33.7744586503,-84.405447812,276.751,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019561620269281,15080,1562019561599999905,gpsRover,2,3,33.7744575342,-84.4054489548,276.749,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019561674214172,15081,1562019561650000095,gpsRover,2,3,33.7744563285,-84.4054501413,276.746,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019561720239343,15082,1562019561700000048,gpsRover,2,3,33.7744551958,-84.4054512953,276.75,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019561770136501,15083,1562019561750000000,gpsRover,2,3,33.7744540262,-84.405452325,276.732,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019561819138147,15084,1562019561799999952,gpsRover,2,3,33.7744527958,-84.4054534623,276.746,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019561870165777,15085,1562019561849999905,gpsRover,2,3,33.7744514882,-84.4054545937,276.756,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019561919121683,15086,1562019561900000095,gpsRover,2,3,33.7744502275,-84.4054554392,276.761,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019561969997650,15087,1562019561950000048,gpsRover,2,3,33.7744489538,-84.4054564532,276.747,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019562020020995,15088,1562019562000000000,gpsRover,2,3,33.7744476138,-84.405457321,276.755,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019562079945312,15089,1562019562049999952,gpsRover,2,3,33.7744462877,-84.4054581708,276.755,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562120973923,15090,1562019562099999905,gpsRover,2,3,33.7744450067,-84.4054590283,276.749,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562169931765,15091,1562019562150000095,gpsRover,2,3,33.7744435727,-84.4054598487,276.766,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562219756027,15092,1562019562200000048,gpsRover,2,3,33.7744423248,-84.4054605658,276.768,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562269741622,15093,1562019562250000000,gpsRover,2,3,33.7744409288,-84.4054612425,276.787,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562319679993,15094,1562019562299999952,gpsRover,2,3,33.7744396577,-84.4054616083,276.734,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562369608341,15095,1562019562349999905,gpsRover,2,3,33.774438171,-84.4054623125,276.768,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562419577342,15096,1562019562400000095,gpsRover,2,3,33.7744366158,-84.405462889,276.772,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562470693188,15097,1562019562450000048,gpsRover,2,3,33.7744350583,-84.4054634057,276.771,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562520481425,15098,1562019562500000000,gpsRover,2,3,33.7744334995,-84.4054638562,276.784,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
1562019562570481251,15099,1562019562549999952,gpsRover,2,3,33.774431973,-84.4054643108,276.767,0.000484,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001225,2
